name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn
Dovelands Primary School,Community school,Open,Hinckley Road,,Leicester,Leicestershire,LE3 0TJ,www.dovelands.leicester.sch.uk/,1162857716.0,Miss,Jenny,Slinger,Headteacher,Does not apply,Mixed,Primary,01/09/1996,Leicester West,130927
Avenue Primary School,Community school,Open,Avenue Road Extension,,Leicester,Leicestershire,LE2 3EJ,www.avenue.leicester.sch.uk/,1162708326.0,Mrs,Jennifer,Goddard,Headteacher,Does not apply,Mixed,Primary,01/09/2006,Leicester South,131002
West Gate School,Foundation special school,Open,Glenfield Road,,Leicester,Leicestershire,LE3 6DG,www.westgate.leicester.sch.uk,1162552187.0,Mrs,Rhian,Richardson,Headteacher,Does not apply,Mixed,Not applicable,01/01/2006,Leicester West,131099
Glebelands Primary School,Community school,Open,Chancel Road,,Leicester,Leicestershire,LE4 2WF,www.glebelands.leicester.sch.uk/,1162340010.0,Mr,Mark,Kitchener,Headteacher,Does not apply,Mixed,Primary,01/09/1998,Leicester West,131513
Leicester Partnership School,Pupil referral unit,Open,Carisbrooke Gardens,,Leicester,Leicestershire,LE2 3PR,www.lps.leicester.sch.uk,1163033281.0,Mr,Shaun,Whittingham,Head Teacher,Does not apply,Mixed,Not applicable,24/04/2006,Leicester South,131535
New College Leicester,Foundation school,Open,Glenfield Road,,Leicester,,LE3 6DN,www.newcollege.leicester.sch.uk,1162318500.0,Mr,J,Aldred,Principal,,Mixed,Secondary,01/09/1999,Leicester West,131945
Caldecote Community Primary School,Community school,Open,164 Hallam Crescent East,Braunstone,Leicester,Leicestershire,LE3 1FF,www.caldecote.leicester.sch.uk/,1162824482.0,Mr,Mathew,Alcock,Headteacher,Does not apply,Mixed,Primary,01/09/2001,Leicester West,132211
Greenfield Primary School,Community school,Open,Gwendoline Drive,Countesthorpe,Leicester,Leicestershire,LE8 5SG,http://greenfieldprimary.net/,1162773584.0,Mr,Colin,Bowpitt,Executive Head Teacher,Does not apply,Mixed,Primary,09/01/2001,South Leicestershire,132226
Elmbrook School,Pupil referral unit,Open,231 Netherhall Road,,Leicester,,LE5 1DT,www.pru.leicester.sch.uk,1162081470.0,Mrs,Nicola,Anderson,Headteacher,Does not apply,Mixed,Not applicable,13/11/2000,Leicester East,132824
Rolleston Primary School,Community school,Open,Hillsborough Road,,Leicester,Leicestershire,LE2 9PT,www.rolleston.leicester.sch.uk,1162782300.0,Co Headteacher,Dwayne,Toon,,Does not apply,Mixed,Primary,01/09/2004,Leicester South,134305
Birch Wood (Melton Area Special School),Community special school,Open,Grange Drive,,Melton Mowbray,Leicestershire,LE13 1HA,www.birchwoodschool.co.uk,1664483340.0,Mr,Philip,Leaney,Headteacher,Does not apply,Mixed,Not applicable,01/09/2004,Melton and Syston,134640
Oakfield School,Pupil referral unit,Open,Forest Street,(Within the Iveshead Campus),Shepshed,Leicestershire,LE12 9DB,www.oakfield.leics.sch.uk/,1162759150.0,Mr,Lewis Pegg,Craig Collins,Acting Headteacher,Does not apply,Mixed,Not applicable,01/04/2011,Loughborough,136754
Krishna Avanti Primary School,Free schools,Open,Spencefield Lane,Evington,Leicester,Leicestershire,LE5 6HN,https://avanti.org.uk/kapsleicester/,1162419880.0,Miss,Vanessa,Bardsley,Principal,Hindu,Mixed,Primary,01/09/2011,Leicester East,136930
Lutterworth High School,Academy converter,Open,Woodway Road,,Lutterworth,Leicestershire,LE17 4QH,http://www.lutterworthhigh.co.uk,1455552710.0,Mr,Julian,Kirby,Headteacher,Does not apply,Mixed,Secondary,01/08/2011,South Leicestershire,137115
Manor High School,Academy converter,Open,Copse Close,Oadby,Leicester,Leicestershire,LE2 4FU,http://www.manorhigh.leics.sch.uk/,1162714941.0,Mr,Simon,Greiff,Headteacher,Does not apply,Mixed,Secondary,01/08/2011,"Harborough, Oadby and Wigston",137120
The Robert Smyth Academy,Academy converter,Open,Burnmill Road,,Market Harborough,Leicestershire,LE16 7JG,http://www.robertsmyth.tgacademy.org.uk,1858440770.0,Mr,Daniel,Cleary,Acting Principal,Does not apply,Mixed,Secondary,01/08/2011,"Harborough, Oadby and Wigston",137161
Welland Park Academy,Academy converter,Open,Welland Park Road,,Market Harborough,Leicestershire,LE16 9DR,http://wellandparkacademy.co.uk/,1858464795.0,Principal,Pete,Leatherland,Headteacher,Does not apply,Mixed,Secondary,01/08/2011,"Harborough, Oadby and Wigston",137170
Limehurst Academy,Academy converter,Open,Bridge Street,,Loughborough,Leicestershire,LE11 1NH,http://www.limehurst.org.uk,1509263444.0,Mr,Jonathan,Mellor,Headteacher,Does not apply,Mixed,Secondary,01/09/2011,Loughborough,137367
Woodbrook Vale School,Academy converter,Open,Grasmere Road,,Loughborough,Leicestershire,LE11 2ST,http://www.wbvs.co.uk,1509557560.0,Mrs,Rachael,Fraser,Headteacher,Does not apply,Mixed,Secondary,01/09/2011,Loughborough,137401
Kibworth Mead Academy,Academy converter,Open,Smeeton Road,Kibworth,Leicester,Leicestershire,LE8 0LG,www.kibworth-tmet.uk,1162792238.0,Mr,Steve,Piggott,Headteacher,Does not apply,Mixed,Secondary,01/10/2011,"Harborough, Oadby and Wigston",137540
John Ferneley College,Academy converter,Open,Scalford Road,,Melton Mowbray,Leicestershire,LE13 1LH,http://www.johnferneley.org,1664565901.0,Mr,Terry,Claridge,Headteacher,Does not apply,Mixed,Secondary,01/11/2011,Melton and Syston,137617
Rawlins,Academy converter,Open,Loughborough Road,Quorn,Loughborough,Leicestershire,LE12 8DY,http://www.rawlins.embracemat.org,1509622800.0,,Bob,White,Principal,Church of England,Mixed,Secondary,01/11/2011,Loughborough,137640
Humphrey Perkins School,Academy converter,Open,Cotes Road,Barrow-upon-Soar,Loughborough,Leicestershire,LE12 8JU,www.humphreyperkins.org.uk,1509412385.0,Principal,Jennifer,Piper-Gale,Headteacher,Does not apply,Mixed,Secondary,01/01/2012,Loughborough,137799
The Martin High School Anstey,Academy converter,Open,Link Road,Anstey,Leicester,Leicestershire,LE7 7EB,www.martinhigh.org.uk,1162363291.0,Mrs,Laura,Sanchez,Headteacher,Does not apply,Mixed,Secondary,01/02/2012,Mid Leicestershire,137828
Forest Way School,Academy special converter,Open,Warren Hills Road,,Coalville,Leicestershire,LE67 4UU,www.forestway.leics.sch.uk,1530831899.0,Mrs,Gail,Seaton,Headteacher,Does not apply,Mixed,Not applicable,01/03/2012,North West Leicestershire,137905
South Wigston High School,Academy converter,Open,St Thomas Road,,Wigston,Leicestershire,LE18 4TA,www.southwigston.leics.sch.uk,1162782388.0,Ms,Sara-Jayne,Fletcher,Headteacher,,Mixed,Secondary,01/03/2012,"Harborough, Oadby and Wigston",137931
Glen Hills Primary School,Academy converter,Open,Featherby Drive,Glen Parva,Leicester,Leicestershire,LE2 9NY,www.glen-hills.leics.sch.uk/,1162782535.0,Mrs,Rebecca,Wesley,Headteacher,Does not apply,Mixed,Primary,01/03/2012,South Leicestershire,137932
Fairfield Community Primary School,Academy converter,Open,Cheshire Drive,South Wigston,Wigston,Leicestershire,LE18 4WA,http://www.fairfieldcpschool.co.uk,1162782424.0,Mr,Mark,Tuckwell,Executive Headteacher,Does not apply,Mixed,Primary,01/03/2012,"Harborough, Oadby and Wigston",137933
Redmoor Academy,Academy converter,Open,Wykin Road,,Hinckley,Leicestershire,LE10 0EP,http://www.redmooracademy.org/,1455230731.0,Mr,Matthew,Nicolle,Acting Principal,Does not apply,Mixed,Secondary,01/04/2012,Hinckley and Bosworth,137968
Bosworth Academy,Academy converter,Open,Leicester Lane,Desford,Leicester,Leicestershire,LE9 9JL,http://www.bosworthacademy.org.uk,1455822841.0,Mr,Simon,Brown,Executive Headteacher,,Mixed,Secondary,01/04/2012,Hinckley and Bosworth,137969
Wreake Valley Academy,Academy converter,Open,Parkstone Road,Syston,Leicester,Leicestershire,LE7 1LY,https://www.wreake.bepschools.org/,1162641080.0,Mr,Ben,Rackley,Principal,Does not apply,Mixed,Secondary,01/04/2012,Melton and Syston,137983
Wigston Academy,Academy converter,Open,Station Road,,Wigston,Leicestershire,LE18 2DT,www.wigstonacademy.org,1162881228.0,Mr,Michael,Wilson,,,Mixed,Secondary,01/04/2012,"Harborough, Oadby and Wigston",137984
The Roundhill Academy,Academy converter,Open,997 Melton Road,Thurmaston,Leicester,Leicestershire,LE4 8GQ,www.roundhill.bepschools.org,1162693896.0,Mrs,Natalie,Teece,Principal,Does not apply,Mixed,Secondary,01/04/2012,Melton and Syston,138079
St Joseph's Catholic Voluntary Academy,Academy converter,Open,Coventry Road,,Market Harborough,Leicestershire,LE16 9BZ,http://www.stjosephs.leics.sch.uk,1858465359.0,Mrs,Bernadette,Dabbs,Headteacher,Roman Catholic,Mixed,Primary,01/04/2012,"Harborough, Oadby and Wigston",138080
Sacred Heart Catholic Voluntary Academy,Academy converter,Open,Mere Close,Off Mere Road,Leicester,Leicestershire,LE5 3HH,www.sacredheart.leicester.sch.uk,1162624418.0,Mrs,Alison,James,Headteacher,Roman Catholic,Mixed,Primary,01/04/2012,Leicester East,138081
"Saint John Fisher Catholic Voluntary Academy, Wigston, Leicestershire",Academy converter,Open,Shenley Road,,Wigston,Leicestershire,LE18 3QL,www.stjohnfisher-wigston.leics.sch.uk,1162882203.0,Mr,A,Gallagher,Headteacher,Roman Catholic,Mixed,Primary,01/04/2012,"Harborough, Oadby and Wigston",138090
Ash Field Academy,Academy special converter,Open,Broad Avenue,,Leicester,,LE5 4PY,www.ashfield.leicester.sch.uk,1162737151.0,Miss,Tracey,Lawrence,Principal,Does not apply,Mixed,Not applicable,01/04/2012,Leicester South,138094
St Josephs Catholic Academy,Academy converter,Open,Armadale Drive,,Leicester,Leicestershire,LE5 1HF,http://www.st-josephs.leicester.sch.uk,1162416197.0,Mrs,Clair,Dedman,Headteacher,Roman Catholic,Mixed,Primary,01/05/2012,Leicester East,138115
Lutterworth College,Academy converter,Open,Bitteswell Road,,Lutterworth,Leicestershire,LE17 4EW,www.lutterworthcollege.com,1455554101.0,Mr,Dominic,Lane,Headteacher,Church of England,Mixed,Secondary,01/06/2012,South Leicestershire,138150
Stafford Leys Community Primary School,Academy converter,Open,Stafford Leys,Leicester Forest East,Leicester,Leicestershire,LE3 3LJ,www.staffordleys.bepschools.org,1162392482.0,Mr,Andrew,Kitchen,Headteacher,Does not apply,Mixed,Primary,01/06/2012,Mid Leicestershire,138154
Gartree High School,Academy converter,Open,Ridge Way,Oadby,Leicester,Leicestershire,LE2 5TQ,http://www.gartree.leics.sch.uk,1162717421.0,,William Carter,Edward Wilson,Headteacher,Does not apply,Mixed,Secondary,01/06/2012,"Harborough, Oadby and Wigston",138155
Dorothy Goodman School Hinckley,Academy special converter,Open,Stoke Road,,Hinckley,Leicestershire,LE10 0EA,www.dorothygoodman.co.uk,1455634582.0,,Kelly,Dryden,Principal,Does not apply,Mixed,Not applicable,01/06/2012,Hinckley and Bosworth,138156
The Meadow Community Primary School,Academy converter,Open,Meadow Way,Wigston Magna,Wigston,Leicestershire,LE18 3QZ,www.meadowcommunity.co.uk,1162887227.0,Mrs,Louise Allen,Mrs Charlie Smith,Headteacher,Does not apply,Mixed,Primary,01/06/2012,"Harborough, Oadby and Wigston",138173
St Thomas More Catholic Voluntary Academy,Academy converter,Open,Newstead Road,,Leicester,Leicestershire,LE2 3TA,www.thomasmoreprimary.org.uk/,1162706365.0,Mrs,Charlotte,Crosse,Headteacher,Roman Catholic,Mixed,Primary,01/06/2012,Leicester South,138185
Sacred Heart Catholic Voluntary Academy,Academy converter,Open,Beacon Road,,Loughborough,Leicestershire,LE11 2BG,http://sacredheartacademy.org.uk,1509212204.0,Mrs,Lucy,Gunton,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,Loughborough,138294
"Saint Mary's Catholic Primary School, Loughborough",Academy converter,Open,Hastings Street,,Loughborough,Leicestershire,LE11 5AX,www.stmarys-rc.leics.sch.uk,1509212621.0,Miss,Priscilla,Jordan,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,Loughborough,138295
"Saint Clare's Primary School A Catholic Voluntary Academy, Coalville, Leicestershire",Academy converter,Open,Convent Drive,,Coalville,Leicestershire,LE67 3SF,www.st-clares.leics.sch.uk/,1530837747.0,Mrs,Judy,Beer,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,North West Leicestershire,138296
Holy Cross School A Catholic Voluntary Academy,Academy converter,Open,Parsonwood Hill,Whitwick,Coalville,Leicestershire,LE67 5AT,www.holycrosswhitwick.co.uk,1530832799.0,Mrs,Catherine,Murphy,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,North West Leicestershire,138297
De Lisle College Loughborough Leicestershire,Academy converter,Open,Thorpe Hill,,Loughborough,Leicestershire,LE11 4SQ,http://www.delisle.leics.sch.uk/,1509268739.0,Mr,Chris,Maher,Headteacher,Roman Catholic,Mixed,Secondary,01/07/2012,Loughborough,138298
"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire",Academy converter,Open,Britannia Street,Shepshed,Loughborough,Leicestershire,LE12 9AE,http://www.winefrides-rc.leics.sch.uk,1509503353.0,Mrs,Catherine,Murphy,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,Loughborough,138299
The Newbridge School,Academy converter,Open,Forest Road,,Coalville,Leicestershire,LE67 3SJ,http://www.newbridge.org.uk,1530831561.0,Mr,Michael Gamble /,Michael Rowbottom,Headteacher,Does not apply,Mixed,Secondary,01/07/2012,North West Leicestershire,138301
Huncote Primary School,Academy converter,Open,Denman Lane,Huncote,Leicester,Leicestershire,LE9 3BS,www.huncoteprimary.org,1162864105.0,,Sally,Houghton,Headteacher,Does not apply,Mixed,Primary,01/07/2012,South Leicestershire,138321
Brookvale Groby Learning Campus,Academy converter,Open,Ratby Road,Groby,Leicester,Leicestershire,LE6 0FP,http://www.brookvalegroby.com/,1162879921.0,Mr,Will,Teece,Headteacher,Does not apply,Mixed,Secondary,01/07/2012,Mid Leicestershire,138323
Heath Lane Academy,Academy converter,Open,Heath Lane,Earl Shilton,Leicester,Leicestershire,LE9 7PD,https://www.heathlaneacademy.org.uk,1455845061.0,Mr,Mark,Trimingham,Principal,Does not apply,Mixed,Secondary,01/07/2012,Hinckley and Bosworth,138327
Farndon Fields Primary School,Academy converter,Open,Argyle Park,,Market Harborough,Leicestershire,LE16 9JH,www.farndonfields.org,1858464744.0,Ms,Simone,Harrison,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138345
Meadowdale Primary School,Academy converter,Open,Meadowdale Road,,Market Harborough,Leicestershire,LE16 7XQ,www.meadowdale.info/,1858465479.0,Ms,Elizabeth,Martin,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138346
Ridgeway Primary Academy,Academy converter,Open,The Ridgeway,,Market Harborough,Leicestershire,LE16 7HQ,www.ridgewayprimary.org.uk,1858465800.0,Mrs,Sarah,Bishop,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138347
Parkland Primary School South Wigston,Academy converter,Open,St Thomas Road,,Wigston,Leicestershire,LE18 4TA,www.parklandprimary.co.uk/,1162782142.0,Mr,Andrew,Hayes,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138348
Ivanhoe School,Academy converter,Open,North Street,,Ashby-de-la-Zouch,Leicestershire,LE65 1HX,http://www.ivanhoe.co.uk/,1530412756.0,Mrs,Alison,Allford,Headteacher,Does not apply,Mixed,Secondary,01/07/2012,North West Leicestershire,138350
Kibworth Church of England Primary School,Academy converter,Open,Hillcrest Avenue,Kibworth,Leicester,Leicestershire,LE8 0NH,www.kibprimary.leics.sch.uk,1162792485.0,Mrs,Nikki,Matthew,Headteacher,Church of England,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138358
"Great Bowden Academy, A Church of England Primary School",Academy converter,Open,Gunnsbrook Close,Great Bowden,Market Harborough,Leicestershire,LE16 7HZ,www.greatbowden.leics.sch.uk,1858463216.0,Mrs,Sarah,Bishop,Headteacher,Church of England,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138359
The Castle Rock School,Academy converter,Open,Meadow Lane,,Coalville,Leicestershire,LE67 4BR,https://www.castlerock.org.uk/,1530834368.0,Mrs,Roma,Dhameja,Headteacher,Does not apply,Mixed,Secondary,01/08/2012,North West Leicestershire,138478
Brockington College,Academy converter,Open,Blaby Road,Enderby,Leicester,Leicestershire,LE19 4AQ,www.brockington.leics.sch.uk,1162863722.0,Mrs,Sadie,Batstone,Headteacher,Church of England,Mixed,Secondary,01/08/2012,South Leicestershire,138521
Thomas Estley Community College,Academy converter,Open,Station Road,Broughton Astley,Leicester,Leicestershire,LE9 6PT,http://www.thomasestley.org.uk/,1455283263.0,Mrs,Mandi,Collins,Principal,Does not apply,Mixed,Secondary,01/08/2012,South Leicestershire,138527
Cosby Primary School,Academy converter,Open,Portland Street,Cosby,Leicester,Leicestershire,LE9 1TE,http://www.cosby.school,1162863103.0,Mrs,Lorna,Townsend,Headteacher,Does not apply,Mixed,Primary,01/08/2012,South Leicestershire,138528
Queensmead Primary Academy,Academy sponsor led,Open,Winstanley Drive,Braunstone,Leicester,Leicestershire,LE3 1PF,http://www.queensmeadacademy.org,1162858518.0,,Liz,Latham,Headteacher,,Mixed,Primary,01/11/2012,Leicester West,138553
Long Field Spencer Academy,Academy converter,Open,Ambleside Way,,Melton Mowbray,Leicestershire,LE13 0BN,http://www.longfieldtrust.org.uk,1664561234.0,Mr,Christopher,Haggett,Principal,,Mixed,Secondary,01/09/2012,Melton and Syston,138628
Ibstock School,Academy converter,Open,Central Avenue,,Ibstock,Leicestershire,LE67 6NE,http://www.ibstockschool.co.uk,1530260705.0,Mrs,Nicola,Koncarevic,Principal,Does not apply,Mixed,Secondary,01/09/2012,North West Leicestershire,138721
Ashby Hill Top Primary School,Academy converter,Open,Beaumont Avenue,,Ashby-de-la-Zouch,Leicestershire,LE65 2NF,www.ashbyhilltop.leics.sch.uk,1530415736.0,Mrs,Sylvie,Newman,Headteacher,Does not apply,Mixed,Primary,01/10/2012,North West Leicestershire,138804
Broomfield Community Primary School,Academy converter,Open,Ploughmans Lea,East Goscote,Leicester,Leicestershire,LE7 3ZQ,www.broomfield.bepschools.org,1162606704.0,Miss,Alex,Allison,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138805
Eastfield Primary School,Academy converter,Open,Eastfield Road,Thurmaston,Leicester,Leicestershire,LE4 8FP,www.eastfield.bepschools.org,1162694692.0,Mr,Timothy,Gilbert,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138806
Gaddesby Primary School,Academy converter,Open,Ashby Road,Gaddesby,Leicester,Leicestershire,LE7 4WF,http://www.gaddesby.bepschools.org/,1664840253.0,Mr,Leigh,Fox,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138807
Lady Jane Grey Primary School,Academy converter,Open,Wolsey Close,Groby,Leicester,Leicestershire,LE6 0ZA,www.ladyjanegreyprimary.org.uk/,1162320031.0,,Michael,Fitzgerald,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Mid Leicestershire,138809
The Merton Primary School,Academy converter,Open,Cherry Drive,Syston,Leicester,Leicestershire,LE7 2PT,www.merton.bepschools.org,1162608150.0,Mr,Patrick,Betts,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138818
The Pochin School,Academy converter,Open,School Lane,Barkby,Leicester,Leicestershire,LE7 3QL,www.pochin.bepschools.org,1162692078.0,Miss,Melanie,Evans,Headteacher,,Mixed,Primary,01/10/2012,Melton and Syston,138838
Madani Boys School,Voluntary aided school,Open,77 Evington Valley,,Leicester,Leicestershire,LE5 5LL,https://madani.school,1162498080.0,Mr,Riyaz,Laher,Headteacher,Muslim,Boys,Secondary,01/09/2012,Leicester South,138869
Broom Leys School,Academy converter,Open,Broom Leys Road,,Coalville,Leicestershire,LE67 4DB,http://www.broomleys.org.uk,1530832234.0,Mr,Robert,Prior,Headteacher,Does not apply,Mixed,Primary,01/11/2012,North West Leicestershire,138891
Wigston College,Academy converter,Open,Station Road,,Wigston,Leicestershire,LE18 2DS,www.wigstoncollege.org,1162881611.0,Mr,Michael,Wilson,,Does not apply,Mixed,Secondary,01/11/2012,"Harborough, Oadby and Wigston",138894
St Michael & All Angels Church of England Primary School,Academy converter,Open,Brookside,Rearsby,Leicester,Leicestershire,LE7 4YB,www.stmichaels.leics.sch.uk,1664424453.0,Mr,Neil,Bardsley,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138902
Holywell Primary School,Academy converter,Open,Berkeley Road,,Loughborough,Leicestershire,LE11 3SJ,http://www.holywell.leics.sch.uk/,1509231347.0,Mr,Ed,Petrie,Headteacher,Does not apply,Mixed,Primary,01/11/2012,Loughborough,138906
Rendell Primary School,Academy converter,Open,Rendell Street,,Loughborough,Leicestershire,LE11 1LL,http://www.rendellps.leics.sch.uk,1509263497.0,Mrs,Karen,Rixon,Headteacher,Does not apply,Mixed,Primary,01/11/2012,Loughborough,138908
Thrussington Church of England Primary School,Academy converter,Open,Hoby Road,Thrussington,Leicester,Leicestershire,LE7 4TH,http://www.thrussington.leics.sch.uk/,1664424421.0,Headteacher,Hannah,Roddy,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138926
Church Hill Infant School,Academy converter,Open,Church Hill Road,Thurmaston,Leicester,Leicestershire,LE4 8DE,https://www.churchhillinfants.bepschools.org,1162692083.0,Mrs,Claire,Elliott,Headteacher,Does not apply,Mixed,Primary,01/11/2012,Melton and Syston,138929
Church Hill Church of England Junior School,Academy converter,Open,Church Hill Road,Thurmaston,Leicester,Leicestershire,LE4 8DE,www.churchhill-jun.leics.sch.uk,1162692509.0,Mrs,Diane,Brown,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138930
Queniborough Church of England Primary School,Academy converter,Open,Coppice Lane,Queniborough,Leicester,Leicestershire,LE7 3DR,www.quenischool.org.uk,1162606700.0,Mrs,Hannah,Roddy,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138931
East Leake Academy,Academy converter,Open,Lantern Lane,East Leake,Loughborough,Leicestershire,LE12 6QN,http://www.eastleake-ac.org.uk,1509852424.0,Mr,David,Vernon,Principal,Does not apply,Mixed,Secondary,01/11/2012,Rushcliffe,138964
Barwell Church of England Academy,Academy converter,Open,High Street,Barwell,Leicester,Leicestershire,LE9 8DS,www.barwellceacademy.co.uk,1455842047.0,Miss,Victoria,Newman,Head Teacher,Church of England,Mixed,Primary,01/11/2012,Hinckley and Bosworth,138965
Millfield L.E.A.D. Academy,Academy sponsor led,Open,Hat Road,Braunstone Town,Leicester,,LE3 2WF,www.millfieldacademy.co.uk,1162897151.0,Mr,Peter,Wood,,Does not apply,Mixed,Primary,01/01/2013,Mid Leicestershire,138999
Beacon Academy,Academy sponsor led,Open,Woodthorpe Road,,Loughborough,Leicestershire,LE11 2NF,www.thebeaconacademy.org,1509212227.0,Mr,Ben,Kilgannon,Headteacher,Does not apply,Mixed,Primary,01/12/2012,Loughborough,139005
Mountfields Lodge School,Academy converter,Open,Epinal Way,,Loughborough,Leicestershire,LE11 3GE,https://www.mountfields.bepschools.org/,1509214119.0,Mrs,Iona,Mock,Headteacher,Does not apply,Mixed,Primary,01/12/2012,Loughborough,139034
Outwoods Edge Primary School,Academy converter,Open,21 Redwood Road,,Loughborough,Leicestershire,LE11 2LD,http://www.outwoodsedge.leics.sch.uk,1509216177.0,Mr,Matthew,Peet,Headteacher,Does not apply,Mixed,Primary,01/12/2012,Loughborough,139038
St Mary's Church of England Primary School,Academy sponsor led,Open,Brampton Road,,Melton Mowbray,Leicestershire,LE13 0NA,www.st-marys-school.co.uk/,1664562500.0,Mrs,Laura,Oakes,,Church of England,Mixed,Primary,01/03/2013,Melton and Syston,139194
St Simon and St Jude CofE Primary School,Academy sponsor led,Open,Astley Road,,Leicester,,LE9 7AE,http://www.stsimonandstjude.leics.sch.uk,1455842138.0,Mrs,Rebecca,Dolby-Molson,Headteacher,Church of England,Mixed,Primary,01/03/2013,Hinckley and Bosworth,139200
Ratby Primary School,Academy converter,Open,Main Street,Ratby,Leicester,Leicestershire,LE6 0LN,www.ratby.bepschools.org,1162393610.0,Mrs,Anne,Perry,Headteacher,Does not apply,Mixed,Primary,01/02/2013,Mid Leicestershire,139284
Stonebow Primary School Loughborough,Academy converter,Open,Stonebow Close,,Loughborough,Leicestershire,LE11 4ZH,http://www.stonebow.leics.sch.uk/,1509646217.0,Mr,Paul,Brockless,Headteacher,Does not apply,Mixed,Primary,01/02/2013,Loughborough,139287
Asfordby Hill Primary School,Academy converter,Open,Melton Road,Asfordby Hill,Melton Mowbray,Leicestershire,LE14 3QX,www.asfordbyhill.leics.sch.uk,1664812244.0,Mrs,Philippa,Millward,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Melton and Syston,139340
Swallowdale Primary School and Community Centre,Academy converter,Open,Dalby Road,,Melton Mowbray,Leicestershire,LE13 0BJ,www.swallowdale.bepschools.org,1664565456.0,Mrs,Samantha,Harries,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Melton and Syston,139341
Great Dalby School,Academy converter,Open,Top End,Great Dalby,Melton Mowbray,Leicestershire,LE14 2HA,http://www.greatdalbyprimaryschool.co.uk,1664562750.0,Mr,Nick,Sale,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Melton and Syston,139342
Red Hill Field Primary School,Academy converter,Open,Copt Oak Road,Narborough,Leicester,Leicestershire,LE19 3EF,http://www.redhillfield.com,1162841500.0,Mr,Stephen,Snelson,Headteacher,Does not apply,Mixed,Primary,01/03/2013,South Leicestershire,139344
St Peter and St Paul Church of England Academy,Academy converter,Open,Upper Church Street,Syston,Leicester,Leicestershire,LE7 1HR,www.spspacademy.org/,1162607577.0,Mrs,Sophie,Moss,Headteacher,Church of England,Mixed,Primary,01/03/2013,Melton and Syston,139349
Cobden Primary School & Community Centre,Academy converter,Open,Cobden Street,,Loughborough,Leicestershire,LE11 1AF,https://www.cobden.bepschools.org/,1509263485.0,Mrs,Kate,Litchfield,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Loughborough,139366
Mercenfeld Primary School,Academy converter,Open,Oakfield Avenue,,Markfield,Leicestershire,LE67 9WG,www.mercenfeld.bepschools.org,1530243151.0,Mrs,Kirstie,Randle,Headteacher,Does not apply,Mixed,Primary,01/04/2013,Mid Leicestershire,139441
South Charnwood High School,Academy converter,Open,Broad Lane,,Markfield,Leicestershire,LE67 9TB,www.southcharnwood.leics.sch.uk,1530242351.0,Mr,Simon,Andrews,Headteacher,Does not apply,Mixed,Secondary,01/04/2013,Mid Leicestershire,139442
The Pastures Primary School,Academy converter,Open,Thornhills,Narborough,Leicester,Leicestershire,LE19 3YP,www.pastures-primary.leics.sch.uk,1162867738.0,Mrs,Donna,Cecchini,Headteacher,Does not apply,Mixed,Primary,01/05/2013,South Leicestershire,139620
Beauchamp College,Academy converter,Open,Ridge Way,Oadby,Leicester,Leicestershire,LE2 5TP,http://www.beauchamp.org.uk,1162729100.0,Miss,Kathryn,Kelly,Principal,Does not apply,Mixed,Secondary,01/05/2013,"Harborough, Oadby and Wigston",139624
Battling Brook Primary School,Academy converter,Open,Frederick Avenue,,Hinckley,Leicestershire,LE10 0EX,http://www.bbrook.leics.sch.uk/,1455634701.0,,Lisa,Mathie,Headteacher,Does not apply,Mixed,Primary,01/06/2013,Hinckley and Bosworth,139737
