name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn
Abercrombie Primary School,Community school,Open,Higher Albert Street,,Chesterfield,Derbyshire,S41 7QE,http://www.abercrombie.derbyshire.sch.uk,1246232425.0,Mrs,Tracy,Gannon,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112670
Brockwell Nursery and Infant School,Community school,Open,Brockwell Nursery and Infant School,Purbeck Avenue,Chesterfield,Derbyshire,S40 4NP,www.brockwell-inf.derbyshire.sch.uk,1246232034.0,Ms,Philippa,Osborn Smith,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112673
Dallimore Primary & Nursery School,Community school,Open,Dallimore Road,Kirk Hallam,Ilkeston,Derbyshire,DE7 4GZ,www.dallimore.derbyshire.sch.uk/,1159320741.0,Mrs,Rachel,Crowther,Headteacher,Does not apply,Mixed,Primary,,Erewash,112675
Mickley Village Primary & Nursery School,Community school,Open,Milton Avenue,Stretton,Alfreton,Derbyshire,DE55 6GG,www.mickley.derbyshire.sch.uk/,1773832707.0,Miss,Sara,Street,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112676
Eureka Primary School,Community school,Open,Dunsmore Way,Midway,Swadlincote,Derbyshire,DE11 7LA,http://www.eureka.derbyshire.sch.uk/,1283216451.0,Miss,Cassie,Hurt,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112677
Heath Fields Primary School,Community school,Open,Field Avenue,Hatton,Derby,Derbyshire,DE65 5EQ,www.heathfields.derbyshire.sch.uk/,1283813255.0,Mr,Mark,Whyman,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112679
Holmesdale Infant School,Community school,Open,The Avenue,,Dronfield,Derbyshire,S18 2LR,www.holmesdale.derbyshire.sch.uk,1246413284.0,Mrs,Sarah,Lockwood,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112680
Northfield Junior School,Community school,Open,Falcon Road,,Dronfield,Derbyshire,S18 2ED,http://www.northfield.derbyshire.sch.uk,1246413134.0,Mr,Johnathon,Walmsley,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112685
Copthorne Community Infant School,Community school,Open,Rodgers Lane,,Alfreton,Derbyshire,DE55 7FF,www.copthorneinfants.org.uk,1773832362.0,Mrs,Liane,Allen,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112687
Ashbrook Infant School,Community school,Open,Victoria Avenue,Borrowash,Derby,Derbyshire,DE72 3HF,www.ashbrookinfantandnursery.co.uk,1332662695.0,Mrs,Helen,Roebuck,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112688
Brockwell Junior School,Community school,Open,Purbeck Avenue,Loundsley Green,Chesterfield,Derbyshire,S40 4NP,http://www.brockwell-jun.derbyshire.sch.uk,1246278542.0,Ms,Catherine,Holmes,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112691
Hadfield Infant School,Community school,Open,Mersey Bank Road,Hadfield,Glossop,Derbyshire,SK13 1PN,www.hadfield-inf.derbyshire.sch.uk,1457853958.0,Ms,Francesca,Dodd,Headteacher,Does not apply,Mixed,Primary,,High Peak,112692
Lenthall Infant and Nursery School,Community school,Open,Marsh Avenue,,Dronfield,Derbyshire,S18 2HB,https://www.lenthall.derbyshire.sch.uk/,1246414569.0,Mrs,Kerry,Moody,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112696
Hunloke Park Primary School,Community school,Open,"Hunloke Park Primary School, Lodge Drive",Wingerworth,Chesterfield,Derbyshire,S42 6PT,www.hunlokepark.derbyshire.sch.uk/,1246276831.0,Mrs,Jennifer,Murphy,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112697
Dronfield Stonelow Junior School,Community school,Open,Stonelow Road,,Dronfield,Derbyshire,S18 2EP,https://www.dronfieldstonelow.derbyshire.sch.uk,1246414370.0,Mrs,Catherine,Robinson,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112698
Fairfield Infant and Nursery School,Community school,Open,Fairfield Infant & Nursery School,Bench Road,Buxton,Derbyshire,SK17 7PQ,www.fairfieldinfantandnurseryschool.co.uk,129822441.0,Mrs,Jennifer,Allin,Headteacher,Does not apply,Mixed,Primary,,High Peak,112699
Willington Primary School,Community school,Open,Trent Avenue,Willington,Derby,Derbyshire,DE65 6DN,www.willington.derbyshire.sch.uk/,1283702156.0,Mrs,Kate,Spencer  Lovesey,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112701
Norbriggs Primary School,Community school,Open,Norbriggs Road,Mastin Moor,Chesterfield,Derbyshire,S43 3BW,www.norbriggs.derbyshire.sch.uk,1246473398.0,Headteacher,Paul,Scragg,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112705
Simmondley Primary School,Community school,Open,Pennine Road,Simmondley,Glossop,Derbyshire,SK13 6NN,https://www.simmondley.derbyshire.sch.uk/,1457852721.0,Mrs,Deborah,Greaves,Headteacher,Does not apply,Mixed,Primary,,High Peak,112706
Larklands Infant School,Community school,Open,Park Road,,Ilkeston,Derbyshire,DE7 5DR,www.larklandsinfants.co.uk,1159324288.0,,Helen,Smith,Headteacher,Does not apply,Mixed,Primary,,Erewash,112708
Lons Infant School,Community school,Open,Tavistock Avenue,,Ripley,Derbyshire,DE5 3SE,www.lons.derbyshire.sch.uk,1773744319.0,Miss,Annette,Guthrie,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112710
Becket Primary School,Community school,Open,Monk Street,,Derby,Derbyshire,DE22 3QB,www.becket.derby.sch.uk,1332347595.0,Mrs,Ashley,Guest,Headteacher,Does not apply,Mixed,Primary,,Derby North,112717
Dale Community Primary School,Community school,Open,Porter Road,,Derby,Derbyshire,DE23 6NL,http://dale.derby.sch.uk,1332760070.0,Mrs,Louise,Foster,Headteacher,Does not apply,Mixed,Primary,,Derby South,112720
Pear Tree Infant School,Community school,Open,Pear Tree Street,Normanton,Derby,Derbyshire,DE23 8PN,www.peartreeinfantandnursery.co.uk,1332767244.0,Mrs,Balbinder,Suddhi,Headteacher,Does not apply,Mixed,Primary,,Derby South,112728
Rosehill Infant and Nursery School,Community school,Open,Reginald Street,,Derby,Derbyshire,DE23 8FQ,www.rosehillinfants.co.uk,1332229229.0,Mrs,Helen,Kelk,Head Teacher,Does not apply,Mixed,Primary,,Derby South,112733
Markeaton Primary School,Community school,Open,Bromley Street,,Derby,Derbyshire,DE22 1HL,www.markeaton.derby.sch.uk,1332347374.0,Mr,Ian,Johnson,Headteacher,Does not apply,Mixed,Primary,,Derby North,112739
Portway Infant School,Community school,Open,Woodlands Road,Allestree,Derby,Derbyshire,DE22 2HE,http://www.portwayi.derby.sch.uk,1332550702.0,Mrs,Lisa,McSherry,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112740
Alvaston Infant and Nursery School,Community school,Open,Elvaston Lane,Alvaston,Derby,Derbyshire,DE24 0PU,www.alvastoni.derby.sch.uk,1332571704.0,Mrs,Molly,Peach,Headteacher,Does not apply,Mixed,Primary,,Derby South,112744
Shelton Infant School,Community school,Open,Carlton Avenue,Shelton Lock,Derby,Derbyshire,DE24 9EJ,www.sheltoni.derby.sch.uk/,1332700353.0,Mr,Anthony,Leigh,Headteacher,Does not apply,Mixed,Primary,,Derby South,112745
Cavendish Close Infant School,Community school,Open,Wood Road,Chaddesden,Derby,Derbyshire,DE21 4LY,www.cavclosei.derby.sch.uk,1332662239.0,Mrs,C,Diffin,Headteacher,Does not apply,Mixed,Primary,,Derby North,112749
Meadow Farm Community Primary School,Community school,Open,Foyle Avenue,Chaddesden,Derby,Derbyshire,DE21 6TZ,http://www.meadowfarmschool.co.uk,1332662631.0,Mrs,Samantha,Eyre,Headteacher,Does not apply,Mixed,Primary,,Derby North,112752
Gayton Junior School,Community school,Open,Gayton Junior School,Littleover,Derby,Derbyshire,DE23 1GA,www.gaytonj.derby.sch.uk/,1332760372.0,Mrs,Jane,Hill,Headteacher,Does not apply,Mixed,Primary,,Derby South,112756
Ridgeway Infant School,Community school,Open,Uplands Avenue,Littleover,Derby,Derbyshire,DE23 1GG,http://www.ridgewayinfantschool.org.uk,1332760770.0,Mrs,Tamara,Dale,Headteacher,Does not apply,Mixed,Primary,,Derby South,112757
Wren Park Primary School,Community school,Open,Jackson Avenue,Mickleover,Derby,Derbyshire,DE3 9AY,http://www.wrenpark.derby.sch.uk,1332512732.0,Mr,Alex,Buckley,Headteacher,Does not apply,Mixed,Primary,,Derby North,112758
Ravensdale Infant and Nursery School,Community school,Open,Devonshire Drive,Mickleover,Derby,Derbyshire,DE3 9HE,www.ravensdalei.derby.sch.uk/,1332513862.0,Mrs,Lorna,Blanchenot,Acting Headteacher,Does not apply,Mixed,Primary,,Derby North,112759
Silverhill Primary School,Community school,Open,Draycott Drive,Mickleover,Derby,Derbyshire,DE3 0QE,http://www.silverhill.co.uk/,1332511138.0,Mr,Steve,Burley,Headteacher,Does not apply,Mixed,Primary,,Derby North,112765
Oakwood Infant and Nursery School,Community school,Open,Waldene Drive,Alvaston,Derby,Derbyshire,DE24 0GZ,www.oakwoodinfant.com,1332574192.0,Mrs,Aimie,Habgood,Headteacher,Does not apply,Mixed,Primary,,Derby South,112767
Redwood Primary School,Community school,Open,Redwood Road,Sinfin,Derby,Derbyshire,DE24 9PG,www.redwoodprimary.com/,1332767443.0,Mrs,Lyndsey,Shepherd,Acting Head of School,Does not apply,Mixed,Primary,,Derby South,112770
Heage Primary School,Community school,Open,School Lane,Heage,Belper,Derbyshire,DE56 2AL,http://www.heage.derbyshire.sch.uk,1773852188.0,Mrs,Donna,Hallam,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112773
Stenson Fields Primary Community School,Community school,Open,Heather Close,Stenson Fields,Derby,Derbyshire,DE24 3BW,www.stensonfields.derbyshire.sch.uk,1332772452.0,Mrs,Joanne,Sadler,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112781
Long Row Primary School,Community school,Open,Long Row,,Belper,Derbyshire,DE56 1DR,www.longrow.derbyshire.sch.uk/,1773823319.0,Mrs,Lisa,White,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112785
Ambergate Primary School,Community school,Open,Toadmoor Lane,Ambergate,Belper,Derbyshire,DE56 2GN,www.ambergateprimaryschool.co.uk,1773852204.0,Mrs,Carly,Howell,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112786
Pottery Primary School,Community school,Open,Kilbourne Road,,Belper,Derbyshire,DE56 1HA,http://www.pottery.derbyshire.sch.uk,1773823383.0,Mr,Darren,Hooley,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112787
Milford Primary School,Community school,Open,Chevin Road,Milford,Belper,Derbyshire,DE56 0QH,www.milfordprimaryschool.co.uk,1332841316.0,Ms,Emma,Roberts,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112788
Herbert Strutt Primary School,Community school,Open,Thornhill Avenue,,Belper,Derbyshire,DE56 1SH,http://www.herbertstrutt.derbyshire.sch.uk,1773822771.0,Mrs,Sarah,Core,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112789
Mickleover Primary School,Community school,Open,Vicarage Road,Mickleover,Derby,Derbyshire,DE3 0EY,www.mickleover.derby.sch.uk,1332514052.0,Mrs,Lynne,Gerver,Headteacher,Does not apply,Mixed,Primary,,Derby North,112790
St Oswald's CofE Primary School,Voluntary controlled school,Open,Mayfield Road,,Ashbourne,Derbyshire,DE6 1AS,http://www.stoswaldsschool.co.uk,1335342660.0,Mrs,Rebecca,Wood,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112796
Barlow CofE Primary School,Voluntary controlled school,Open,Millcross Lane,Barlow,Dronfield,Derbyshire,S18 7TA,www.barlow.derbyshire.sch.uk,1142890413.0,Mrs,Penny,Watkin,Headteacher,Church of England,Mixed,Primary,,North East Derbyshire,112798
St Anne's CofE Primary School,Voluntary controlled school,Open,School Lane,Baslow,Bakewell,Derbyshire,DE45 1RZ,https://www.baslow.school/,1246583298.0,Mrs,Marie,Clark,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112800
Bradwell CofE (Controlled) Infant School,Voluntary controlled school,Open,Church Street,Bradwell,Hope Valley,Derbyshire,S33 9HJ,http://www.bradwellinfantschool.co.uk,1433620409.0,Mrs,Rebecca,Gordine,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112803
Breadsall CofE VC Primary School,Voluntary controlled school,Open,51 Brookside Road,,Breadsall,Derbyshire,DE21 5LF,http://www.breadsallprimary.com,1332831328.0,Mrs,Katie,Forster,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112805
Fairfield Endowed CofE (C) Junior School,Voluntary controlled school,Open,Boarstone Lane,Fairfield,Buxton,Derbyshire,SK17 7NA,http://www.fairfield-jun.derbyshire.sch.uk,129822551.0,Mrs,Jayne,Mercer,Headteacher,Church of England,Mixed,Primary,,High Peak,112806
Castleton CofE Primary School,Voluntary controlled school,Open,Back Street,Castleton,Hope Valley,Derbyshire,S33 8WE,www.castletonschool.co.uk/,1433620630.0,Mrs,Jayne,Jackson,Headteacher,Church of England,Mixed,Primary,,High Peak,112807
Dove Holes CofE Primary School,Voluntary controlled school,Open,Hallsteads,Dove Holes,Buxton,Derbyshire,SK17 8BJ,www.doveholes.derbyshire.sch.uk,1298812808.0,Mr,James,Handley,Headteacher,Church of England,Mixed,Primary,,High Peak,112809
Clifton CofE Primary School,Voluntary controlled school,Open,Cross Side,Clifton Village,Ashbourne,Derbyshire,DE6 2GJ,http://www.clifton.derbyshire.sch.uk,1335342473.0,Mrs,Jeanette,Hart,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112811
Coton-in-the-Elms Cof E Primary School,Voluntary controlled school,Open,Elmslea Avenue,Coton-in-the-Elms,Swadlincote,Derbyshire,DE12 8HE,www.coton-in-the-elms.derbyshire.sch.uk/,1283761361.0,Mrs,Lisa,McIntosh,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112812
Edale CofE Primary School,Voluntary controlled school,Open,Grindsbrook Booth,Edale,Hope Valley,Derbyshire,S33 7ZD,www.edale.derbyshire.sch.uk,1433670280.0,Mrs,Sally,Winfield,Executive Headteacher,Church of England,Mixed,Primary,,High Peak,112813
Elton CofE Primary School,Voluntary controlled school,Open,Main Street,Elton,Matlock,Derbyshire,DE4 2BW,www.elton.derbyshire.sch.uk,1629650282.0,Mrs,Oona,Gilbertson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112815
Eyam CofE Primary School,Voluntary controlled school,Open,Church Street,Eyam,Hope Valley,Derbyshire,S32 5QH,www.eyamprimary.co.uk/,1433630840.0,Mrs,Oona,Gilbertson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112816
St Luke's CofE Primary School,Voluntary controlled school,Open,Spire Hollin,,Glossop,Derbyshire,SK13 7BS,www.saintlukesprimary.co.uk,1457852602.0,Mrs,Jakki,Rogers,Headteacher,Church of England,Mixed,Primary,,High Peak,112817
Whitfield St James' CofE (VC) Primary School,Voluntary controlled school,Open,Chadwick Street,,Glossop,Derbyshire,SK13 8EF,www.whitfieldstjamesprimary.co.uk,1457852427.0,Mr,Craig,Woodward,Headteacher,Church of England,Mixed,Primary,,High Peak,112818
Great Hucklow CE Primary,Voluntary controlled school,Open,School Lane,Great Hucklow,Buxton,Derbyshire,SK17 8RG,https://www.woodlandfederationofpeakdistrictschools.co.uk/,1298871293.0,Mrs,Andrea,Tomlinson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112819
Rowsley CofE (Controlled) Primary School,Voluntary controlled school,Open,Woodhouse Road,Rowsley,Matlock,Derbyshire,DE4 2ED,www.rowsleyprimary.co.uk,1629733727.0,Mrs,Alexia,Wyer,Executive Head Teacher,Church of England,Mixed,Primary,,Derbyshire Dales,112820
Earl Sterndale CofE Primary School,Voluntary controlled school,Open,Earl Sterndale,,Buxton,Derbyshire,SK17 0BS,www.earlsterndaleschool.co.uk,129883263.0,Mr,Daniel,Holden,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112821
Biggin CofE Primary School,Voluntary controlled school,Open,Main Street,Biggin,Buxton,Derbyshire,SK17 0DQ,www.biggin.derbyshire.sch.uk/,129884279.0,Ms,Teresa,Nicholls,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112822
Hartington CofE Primary School,Voluntary controlled school,Open,The Dale,Hartington,Buxton,Derbyshire,SK17 0AS,www.hartington.derbyshire.sch.uk,129884254.0,Mrs,Tracy,Blackwell,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112823
Hartshorne CofE Primary School,Voluntary controlled school,Open,Main Street,Hartshorne,Swadlincote,Derbyshire,DE11 7ES,www.hartshorne.derbyshire.sch.uk/,1283217423.0,Mrs,Sarah,Layhe-Humphreys,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112824
Corfield CofE Infant School,Voluntary controlled school,Open,Thorpes Road,,Heanor,Derbyshire,DE75 7GQ,www.corfield.derbyshire.sch.uk,1773712893.0,Mrs,Louise,McAlavey (Bignall),Headteacher,Church of England,Mixed,Primary,,Amber Valley,112826
Mundy CofE Junior School,Voluntary controlled school,Open,Lockton Avenue,,Heanor,Derbyshire,DE75 7EQ,http://www.mundyjunior.org,1773713427.0,Miss,Dorothy,Adair,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112829
Horsley CofE (Controlled) Primary School,Voluntary controlled school,Open,Church Street,Horsley,DERBY,Derbyshire,DE21 5BR,,1332880782.0,Mr,Richard,Cripps,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112830
Kirk Ireton C of E Primary School,Voluntary controlled school,Open,Main Street,Kirk Ireton,Ashbourne,Derbyshire,DE6 3LD,http://www.kirkiretonprimary.co.uk,1335370351.0,Mr,Peter,Johnston,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112832
Kirk Langley CofE Primary School,Voluntary controlled school,Open,Moor Lane,Kirk Langley,Ashbourne,Derbyshire,DE6 4LQ,http://www.kirklangley.derbyshire.sch.uk,1332824264.0,Mrs,Jayne,Stevenson,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112833
Kniveton CofE Primary School,Voluntary controlled school,Open,Kniveton,,Ashbourne,Derbyshire,DE6 1JJ,www.knivetonprimaryschool.co.uk/,1335342573.0,Mrs,Katy,Popple,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112834
Mapperley CofE Controlled Primary School,Voluntary controlled school,Open,Mapperley Village,,Ilkeston,Derbyshire,DE7 6BT,www.mapperleycont.derbyshire.sch.uk,1159325386.0,Mr,Richard,Cripps,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112836
Cromford Church of England Primary School,Voluntary controlled school,Open,North Street,Cromford,Matlock,Derbyshire,DE4 3RG,http://www.cromfordcofeschool.com/,1629822248.0,Mr,Ian,Wilson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112840
Matlock Bath Holy Trinity CofE Controlled Primary School,Voluntary controlled school,Open,14 Clifton Road,Matlock Bath,Matlock,Derbyshire,DE4 3PW,www.mbhtprimaryschool.org.uk/,1629582862.0,Mr,Chris,Layhe-Humphreys,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112841
South Darley CofE Primary School,Voluntary controlled school,Open,Cross Green,,Matlock,Derbyshire,DE4 2JT,http://www.southdarley.derbyshire.sch.uk,1629732240.0,Mr,Paul,Wilde,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112842
Monyash CofE Primary School,Voluntary controlled school,Open,Church Street,Monyash,Bakewell,Derbyshire,DE45 1JH,www.monyash.derbyshire.sch.uk/,1629812413.0,Mrs,Sharon,Slack,Executive Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112843
Netherseal St Peter's CofE (C) Primary School,Voluntary controlled school,Open,Main Street,,Swadlincote,Derbyshire,DE12 8BZ,http://www.netherseal.derbyshire.sch.uk,1283760283.0,Mrs,Melanie,Machell,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112844
Norbury CofE Primary School,Voluntary controlled school,Open,Lid Lane,Norbury,Ashbourne,Derbyshire,DE6 2EG,www.norbury.derbyshire.sch.uk/,1335324337.0,Mrs,Sally,Wright,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112845
Osmaston CofE (VC) Primary School,Voluntary controlled school,Open,Moor Lane,Osmaston,Ashbourne,Derbyshire,DE6 1LW,www.osmastonschool.com,1335343140.0,Mrs,Jcs,Hart,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112847
Peak Forest Church of England Voluntary Controlled Primary School,Voluntary controlled school,Open,Hernstone Lane,Peak Forest,Buxton,Derbyshire,SK17 8EJ,https://www.woodlandfederationofpeakdistrictschools.co.uk/,129822074.0,Mrs,Andrea,Tomlinson,Headteacher,Church of England,Mixed,Primary,,High Peak,112848
Ripley St John's Church of England Primary School and Nursery,Voluntary controlled school,Open,Dannah Street,,Ripley,Derbyshire,DE5 3BD,www.st-johns.derbyshire.sch.uk/,1773742457.0,Mr,Christopher,Howarth,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112849
Risley Lower Grammar CE (VC) Primary School,Voluntary controlled school,Open,Derby Road,Risley,Derby,Derbyshire,DE72 3SU,www.risley.derbyshire.sch.uk/,1159397622.0,Mr,Paul,Bridgmount,Headteacher,Church of England,Mixed,Primary,,Erewash,112850
Rosliston CofE Primary School,Voluntary controlled school,Open,Main Street,Rosliston,Swadlincote,Derbyshire,DE12 8JW,http://www.rosliston.derbyshire.sch.uk,1283761409.0,Mrs,Jodie,Daniels,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112851
St Andrew's CofE Primary School,Voluntary controlled school,Open,Station Road,Stanley,Ilkeston,Derbyshire,DE7 6FB,www.st-andrews-pri.derbyshire.sch.uk/,1159324252.0,Mrs,Elizabeth,Stanley-Wainwright,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112854
Stanton-in-Peak CofE Primary School,Voluntary controlled school,Open,School Lane,Stanton-in-the-Peak,Matlock,Derbyshire,DE4 2LX,www.stantoninpeakschool.co.uk,1629636301.0,Mrs,Alexia,Wyer,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112856
Stoney Middleton CofE (C) Primary School,Voluntary controlled school,Open,High Street,Stoney Middleton,Hope Valley,Derbyshire,S32 4TL,https://www.woodlandfederationofpeakdistrictschools.co.uk/,1433630520.0,Mrs,Andrea,Tomlinson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112858
Stretton Handley Church of England Primary School,Voluntary controlled school,Open,Beresford Lane,Woolley Moor,Alfreton,Derbyshire,DE55 6FH,http://www.strettonhandley.derbyshire.sch.uk/,1246590418.0,Mrs,Louise,Nicholson,Headteacher,Church of England,Mixed,Primary,,Bolsover,112859
Mugginton CofE Primary School,Voluntary controlled school,Open,Church Lane,Mugginton,Ashbourne,Derbyshire,DE6 4PL,www.muggintonschool.co.uk,1335360261.0,Mr,Joseph,Green,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112862
Winster CofE Primary School,Voluntary controlled school,Open,Wensley Road,Winster,Matlock,Derbyshire,DE4 2DH,www.winster.derbyshire.sch.uk/,1629650238.0,Mrs,Sharon,Slack,Executive Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112863
Wirksworth CofE Infant School,Voluntary controlled school,Open,Greenway Croft,North End,Matlock,Derbyshire,DE4 4FG,www.wirksworthcofeinfantschool.co.uk,1629822453.0,Mrs,Joanne,Poyser,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112864
Crich Carr CofE Primary School,Voluntary controlled school,Open,Main Road,Whatstandwell,Matlock,Derbyshire,DE4 5EF,www.crichcarrprimary.co.uk,1773852070.0,Mr,Ian,Robson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112866
Crich Church of England Infant School,Voluntary controlled school,Open,Bowns Hill,Crich,Matlock,Derbyshire,DE4 5DG,http://www.crich-inf.derbyshire.sch.uk,1773852165.0,Miss,Julie,Kirk,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112867
Duke of Norfolk CofE Primary School,Voluntary controlled school,Open,Royle Avenue,,Glossop,Derbyshire,SK13 7RD,http://www.dukenorfolk.co.uk,1457852635.0,Ms,Sophia,Barker,Headteacher,Church of England,Mixed,Primary,,High Peak,112868
St Andrew's CofE Junior School,Voluntary controlled school,Open,Hadfield Road,Hadfield,Glossop,Derbyshire,SK13 2DR,http://www.standrewshadfield.org/,1457852328.0,Mrs,Amanda,Cornwall,Head Teacher,Church of England,Mixed,Primary,,High Peak,112869
Church Broughton CofE Primary School,Voluntary controlled school,Open,Main Street,Church Broughton,Derby,Derbyshire,DE65 5AS,www.churchbroughton.derbyshire.sch.uk/,1283585301.0,Mr,Andrew,Rudge,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112871
Taxal and Fernilee CofE Primary School,Voluntary controlled school,Open,Reddish Road,Whaley Bridge,High Peak,Derbyshire,SK23 7DL,http://www.taxalprimary.co.uk,1663733262.0,Ms,Karen,O'Connor,Headteacher,Church of England,Mixed,Primary,,High Peak,112872
St John's CofE Primary School and Nursery,Voluntary controlled school,Open,Laund Nook,,Belper,Derbyshire,DE56 1GY,www.stjohnsbelper.co.uk,1773822995.0,Mr,Roger,Averis,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112875
Calow CofE VC Primary School,Voluntary controlled school,Open,North Road,Calow,Chesterfield,Derbyshire,S44 5BD,www.calow.derbyshire.sch.uk,1246274370.0,Mrs,Sarah,Wigfield,Headteacher,Church of England,Mixed,Primary,,Bolsover,112876
Charlesworth Voluntary Controlled Primary School,Voluntary controlled school,Open,Charlesworth Voluntary Controlled Primary School,Long Lane,Glossop,Derbyshire,SK13 5ET,https://www.charlesworthvcprimary.co.uk/,1457853475.0,Mr,Philip,Whiston,Headteacher,Christian/non-denominational,Mixed,Primary,,High Peak,112877
Carsington and Hopton Primary School,Voluntary aided school,Open,Carsington,,Matlock,Derbyshire,DE4 4DE,www.carsingtonhoptonprimary.co.uk,1629540206.0,Mr,Peter,Johnston,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112878
Fritchley CofE (Aided) Primary & Nursery School,Voluntary aided school,Open,Church Street,Fritchley,Belper,Derbyshire,DE56 2FQ,https://fritchley.derbyshire.sch.uk/,1773852216.0,Mrs,Rosie,Turner,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112880
Denby Free CofE VA Primary School,Voluntary aided school,Open,Church Street,Denby Village,Ripley,Derbyshire,DE5 8PH,http://www.denbyfree.derbyshire.sch.uk,1332880416.0,Ms,Jen,Clarke,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112881
Fitzherbert CofE (Aided) Primary School,Voluntary aided school,Open,Ashes Lane,Fenny Bentley,Ashbourne,Derbyshire,DE6 1LD,www.fitzherbertprimary.co.uk,1335350362.0,Mr,Peter,Johnston,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112883
Dinting Church of England Voluntary Aided Primary School,Voluntary aided school,Open,Dinting Vale,,Glossop,Derbyshire,SK13 6NX,http://www.dinting.derbyshire.sch.uk,1457853371.0,Mrs,Lynn,Elliott,Headteacher,Church of England,Mixed,Primary,,High Peak,112884
Hathersage St Michael's CofE (Aided) Primary School,Voluntary aided school,Open,School Lane,Hathersage,Hope Valley,Derbyshire,S32 1BZ,http://www.st-michaels.derbyshire.sch.uk,1433650434.0,Ms,Karen,Johnstone,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112885
