name,town,type,county,email,website,phone,head_first_name,head_last_name,head_title,head_job_title,street,locality,postcode,all_emails,staff_contacts,has_pupil_premium,has_financial_reports,ofsted_rating,has_send,governors,region
St Barnabas CE Primary School,Erdington,Primary,West Midlands,enquiry@stbarnabasb24.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Benedict's Primary School,Bordesley Green,Primary,West Midlands,enquiry@stbendic.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Bernadette's RC Primary School,Yardley,Primary,West Midlands,m.smallwood@stberns.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Bernard's RC Primary School,Wake Green,Primary,West Midlands,year6@st-bernards.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Brigid's RC Primary School,Northfield,Primary,West Midlands,enquiry@stbrigid.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Catherine of Siena RC Primary School,Lee Bank,Primary,West Midlands,enquiry@stcathrc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Chad's RC Primary School,Newtown,Primary,West Midlands,enquiry@st-chads.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Clare's RC Primary School,Handsworth,Primary,West Midlands,enquiry@stclare.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Clement's CE Academy,Nechells,Primary,West Midlands,office@stclements.bdmat.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Columba's RC Primary School,Rednal,Primary,West Midlands,enquiry@sco-lumenchristi.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Cuthbert's RC Junior & Infant School,Stechford,Primary,West Midlands,enquiry@stcuthbt.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Dunstan's RC Primary School,Kings Heath,Primary,West Midlands,enquiry@stdunstans.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Edmund's RC Primary School,Soho,Primary,West Midlands,enquiry@stpatandsted.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Edward's RC Primary School,Selly Park,Primary,West Midlands,enquiry@stedward.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Francis CE Primary School,Bournville,Primary,West Midlands,enquiry.stf@fioretti.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Francis RC Primary School,Handsworth,Primary,West Midlands,enquiry@stfranrc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St George's CE Academy,Newtown,Primary,West Midlands,info@stgeorgesacademy.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St George's CE Primary School,Ladywood,Primary,West Midlands,office@stgeorgesb16.bdmat.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Gerard's RC Primary School,Castle Vale,Primary,West Midlands,enquiry@stgerard.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St James CE Primary School,Handsworth,Primary,West Midlands,enquiry@stjamesce.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St James RC Primary School,Rednal,Primary,West Midlands,enquiry@sja-lumenchristi.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St John Fisher RC Primary School,West Heath,Primary,West Midlands,enquiry@sjf-lumenchristi.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St John's & St Peter's CE Academy,Ladywood,Primary,West Midlands,enquiry.sjp@fioretti.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St John's CE Primary School,Sparkhill,Primary,West Midlands,enquiry@st-johns-pri.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Joseph's RC Primary School,Kings Norton,Primary,West Midlands,enquiry@stjosb7.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Joseph's RC Primary School,Nechells,Primary,West Midlands,enquiry@stjosb7.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Joseph's RC Primary School,Sutton Coldfield,Primary,West Midlands,enquiry@sjo-lumenchristi.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Jude's RC Primary School,Druids Heath,Primary,West Midlands,enquiry@stjuderc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Laurence Church Infant School,Northfield,Primary,West Midlands,enquiry@stlrnci.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Laurence Church Junior School,Northfield,Primary,West Midlands,friends@stlrncj.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Margaret Mary RC Junior & Infant School,Perry Common,Primary,West Midlands,enquiry@stmgtmry.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Mark's RC Primary School,Great Barr,Primary,West Midlands,enquiry@stmarkrc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Martin de Porres RC Primary School,Moseley,Primary,West Midlands,enquiry@st-martindeporres.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Mary & St John Junior & Infant School,Erdington,Primary,West Midlands,enquiry@stmryjon.net,,,,,,,,,,,,False,False,,False,,Birmingham
St Mary's CE Primary Academy,Handsworth,Primary,West Midlands,enquiry.stm@fioretti.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Mary's CE Primary School,Selly Oak,Primary,West Midlands,enquiry@stmryb29.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Mary's RC Primary School,Harborne,Primary,West Midlands,enquiry@stmaryrc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Matthew's CE Primary School,Duddeston,Primary,West Midlands,senco@st-matthews.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Michael's CE Primary Academy,Handsworth,Primary,West Midlands,office@stmichaelsb21.bdmat.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Michael's CE Primary School,Bartley Green,Primary,West Midlands,office@stmichaelsb32.bdmat.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Nicholas RC Primary School,Sutton Coldfield,Primary,West Midlands,enquiry@stnicholassutton.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Patrick's RC Primary School,Ladywood,Primary,West Midlands,enquiry@stpatandsted.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Paul's RC Primary School,Kings Norton,Primary,West Midlands,enquiry@spa-lumenchristi.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Peter & St Paul RC Junior & Infant School,Erdington,Primary,West Midlands,enquiry@stpeterc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Peter's CE Primary School,Harborne,Primary,West Midlands,enquiry@st-petersce.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Peter's RC Primary School,Bartley Green,Primary,West Midlands,enquiry@stpeterc.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Saviour's CE Primary School,Saltley,Primary,West Midlands,enquiry@stsav.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Teresa's RC Primary School,Handsworth Wood,Primary,West Midlands,enquiry@stteresa.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Thomas CE Academy,Lee Bank,Primary,West Midlands,enquiry.stt@fioretti.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Thomas More RC Primary School,Sheldon,Primary,West Midlands,l.gardner@stm-lumenchristi.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Vincent's RC Primary School,Nechells,Primary,West Midlands,enquiry@stvincnt.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
St Wilfrid's RC Junior & Infant School,Castle Bromwich,Primary,West Midlands,enquiry@stwilfrd.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
SS John and Monica RC Primary School,Moseley,Primary,West Midlands,enquiry@stjonmon.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Shaw Hill Primary School,Alum Rock,Primary,West Midlands,enquiry@shawhill.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
The Shirestone Academy,Tile Cross,Primary,West Midlands,senco@shirestone.org,,,,,,,,,,,,False,False,,False,,Birmingham
Slade Primary School,Erdington,Primary,West Midlands,enquiry@slade.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Sladefield Infant School,Ward End,Primary,West Midlands,enquiry@slfield.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Somerville Primary School,Small Heath,Primary,West Midlands,enquiry@somerville.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Springfield Primary Academy,Moseley,Primary,West Midlands,enquiry@springfieldacademy.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Stanville Primary School,Sheldon,Primary,West Midlands,enquiry@stanville.org,,,,,,,,,,,,False,False,,False,,Birmingham
Starbank School,Small Heath,Primary,West Midlands,info@starbank.staracademies.org,,,,,,,,,,,,False,False,,False,,Birmingham
Stechford Primary School,Stechford,Primary,West Midlands,enquiry@stechford.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Stirchley Primary School,Stirchley,Primary,West Midlands,enquiry@stirchly.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Story Wood School,Perry Common,Primary,West Midlands,enquiry@storywoodschool.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Summerfield Junior & Infant School,Winson Green,Primary,West Midlands,enquiry@sumfield.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Sundridge Primary School,Kingstanding,Primary,West Midlands,enquiry@sundridge.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Sutton Park Primary,Sutton Coldfield,Primary,West Midlands,enquiry@suttonparkprimary.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Tame Valley Academy,Castle Bromwich,Primary,West Midlands,enquiries@tva.greenheartlearning.org,,,,,,,,,,,,False,False,,False,,Birmingham
Thornton Primary School,Ward End,Primary,West Midlands,,,,,,,,,,,,,False,False,,False,,Birmingham
Timberley Academy,Shard End,Primary,West Midlands,enquiry@timberleyacademy.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Tiverton Academy,Bournbrook,Primary,West Midlands,enquiry@tivertonacademy.org,,,,,,,,,,,,False,False,,False,,Birmingham
Topcliffe Primary School,Castle Vale,Primary,West Midlands,enquiries@topcliffe.academy,,,,,,,,,,,,False,False,,False,,Birmingham
Town Junior School,Sutton Coldfield,Primary,West Midlands,office@townj.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Turves Green Primary School,Northfield,Primary,West Midlands,enquiry@turvesgreen.excelsiormat.org,,,,,,,,,,,,False,False,,False,,Birmingham
Twickenham Primary School,Kingstanding,Primary,West Midlands,enquiry@twickenhamprimary.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Walmley Infant School,Walmley,Primary,West Midlands,enquiry@walmleyinfant.org,,,,,,,,,,,,False,False,,False,,Birmingham
Walmley Junior School,Walmley,Primary,West Midlands,enquiry@walmley-jun.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Ward End Primary School,Ward End,Primary,West Midlands,enquiry@wardend.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Warren Farm Primary School,Kingstanding,Primary,West Midlands,office@warrenfarm-primary.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Washwood Heath Academy,Washwood Heath,Primary,West Midlands,enquiry@washwood.academy,,,,,,,,,,,,False,False,,False,,Birmingham
Water Mill Primary School,Selly Oak,Primary,West Midlands,enquiry@watermill.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Wattville Primary School,Handsworth,Primary,West Midlands,enquiry@wattvilleprimary.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Waverley School,Small Heath,Primary,West Midlands,enquiry@waverley.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Welford Primary School,Handsworth,Primary,West Midlands,enquiry@welford.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Welsh House Farm Community School,Quinton,Primary,West Midlands,enquiry@welshhousefarm.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
West Heath Primary School,West Heath,Primary,West Midlands,enquiry@westheathprimary.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Westminster Primary School,Handsworth,Primary,West Midlands,enquiry@westmnst.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Wheelers Lane Primary School,Kings Heath,Primary,West Midlands,Wheelies-group@wlprimary.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Whitehouse Common Primary School,Whitehouse Common,Primary,West Midlands,enquiry@whitehousecommon.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
William Murdoch Primary School,Handsworth,Primary,West Midlands,enquiry@williammurdoch.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Woodcock Hill Primary School,Northfield,Primary,West Midlands,enquiry@woodcockhillprimaryschool.co.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Woodgate Primary School,Bartley Green,Primary,West Midlands,enquiry@woodgate.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Woodhouse Primary Academy,Quinton,Primary,West Midlands,enquiries@whp.greenheartlearning.org,,,,,,,,,,,,False,False,,False,,Birmingham
Woodthorpe Junior & Infant School,Kings Heath,Primary,West Midlands,enquiry@woodthorpe-school.com,,,,,,,,,,,,False,False,,False,,Birmingham
World's End Infant School,Quinton,Primary,West Midlands,enquiry@worldsendinfant.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
World's End Junior School,Quinton,Primary,West Midlands,enquiry@worldsend.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Wychall Primary School,Northfield,Primary,West Midlands,enquiry@wychall.drbignitemat.org,,,,,,,,,,,,False,False,,False,,Birmingham
Wylde Green Primary School,Wylde Green,Primary,West Midlands,enquiry@wyldegrn.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Wyndcliffe Primary School,Bordesley Green,Primary,West Midlands,enquiry@wyndcliffe.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Yardley Primary School,Yardley,Primary,West Midlands,office@yardleyprimary.org,,,,,,,,,,,,False,False,,False,,Birmingham
Yardley Wood Community Primary School,Yardley Wood,Primary,West Midlands,enquiry@ydlywood.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Yarnfield Primary School,Tyseley,Primary,West Midlands,enquiry@yarnfieldprimary.org.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Yenton Primary School,Erdington,Primary,West Midlands,yentonptfa@outlook.com,,,,,,,,,,,,False,False,,False,,Birmingham
Yew Tree Community Junior & Infant School,Aston,Primary,West Midlands,enquiry@yewtree.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
Yorkmead Junior & Infant School,Hall Green,Primary,West Midlands,enquiry@yorkmead.bham.sch.uk,,,,,,,,,,,,False,False,,False,,Birmingham
