name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,has_pupil_premium,has_financial_reports,ofsted_rating,has_send,governors
Speedwell Infant School,Community school,Open,College Avenue,Staveley,Chesterfield,Derbyshire,S43 3JJ,www.speedwellinfants.co.uk/,1246472336.0,Mrs,Jane,Moore,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112629,info@speedwell.derbyshire.sch.uk,True,False,Good,False,
Duckmanton Primary School,Community school,Open,West Crescent,Duckmanton,Chesterfield,Derbyshire,S44 5HD,www.duckmantonprimary.co.uk,1246825650.0,Ms,Emma,Levers,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112630,enquiries@duckmantonprimary.org.uk,False,False,,True,
Sudbury Primary School,Community school,Open,School Lane,Sudbury,Ashbourne,Derbyshire,DE6 5HZ,http://www.sudbury.derbyshire.sch.uk,1283585251.0,Mr,Stephen,Hickey,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112631,example@gmail.com,True,False,,True,
Arkwright Primary School,Community school,Open,School Lane,Arkwright Town,Chesterfield,Derbyshire,S44 5BZ,www.arkwright.derbyshire.sch.uk/,1246234018.0,Mr,Ian,Roberts,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112632,info@arkwright.derbyshire.sch.uk,True,False,,True,
Newhall Infant School,Community school,Open,Sunnyside,Newhall,Swadlincote,Derbyshire,DE11 0TJ,www.newhallinfants.co.uk/,1283216496.0,Mrs,Shelley,White,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112636,enquiries@newhallinfants.co.uk,True,True,Good,True,
Town End Junior School,Community school,Open,Alfreton Road,Tibshelf,Alfreton,Derbyshire,DE55 5PB,https://tibshelf-inf.derbyshire.sch.uk,1773872306.0,Mrs,Rachel,Boswell,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112639,info@townend.derbyshire.sch.uk,True,False,,True,
Tibshelf Infant School,Community school,Open,144 High Street,Tibshelf,Alfreton,Derbyshire,DE55 5PP,www.tibshelf-inf.derbyshire.sch.uk/,1773872571.0,Mrs,Rachel,Boswell,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112640,info@townend.derbyshire.sch.uk,True,False,,True,
Unstone Junior School,Community school,Open,Main Road,Unstone,Dronfield,Derbyshire,S18 4AB,www.unstone.derbyshire.sch.uk,1246413109.0,Mrs,Rachael,Fowlds,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112642,info@unstone.derbyshire.sch.uk,True,True,,True,"Mrs Rachael Fowlds, Miss Natalie Mason, Miss Leah Harston"
Unstone St Mary's Nursery & Infant School,Community school,Open,Crow Lane,Unstone,Dronfield,Derbyshire,S18 4AL,www.unstone.derbyshire.sch.uk,1246412096.0,Mrs,Rachael,Fowlds,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112643,enquiries@unstone-st-marys.derbyshire,True,True,,True,"Mrs Rachael Fowlds, Miss Natalie Mason, Miss Leah Harston"
Wessington Primary School,Community school,Open,The Green,Wessington,Alfreton,Derbyshire,DE55 6DQ,www.frameworkfederation.co.uk,1773832748.0,Mrs,Karen,Maycock,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112646,info@lea-pri.derbyshire.sch.uk,True,True,,True,
Whaley Bridge Primary School,Community school,Open,Buxton Road,Whaley Bridge,High Peak,Derbyshire,SK23 7HX,http://whaleybridge.derbyshire.sch.uk,1663732354.0,Ms,Seren,Hathway,Headteacher,Does not apply,Mixed,Primary,,High Peak,112647,info@whaleybridge.derbyshire.sch.uk,True,False,,True,"Mrs Seren Hathway, Mrs Seren Hathway, Mrs Fay Walton"
Furness Vale Primary and Nursery School,Community school,Open,Buxton Road,Furness Vale,High Peak,Derbyshire,SK23 7PQ,www.furnessvale.derbyshire.sch.uk,1663744103.0,Mrs,Ruth,Parry,Headteacher,Does not apply,Mixed,Primary,,High Peak,112648,enquiries@furnessvale.derbyshire.sch.uk,True,False,Good,True,"Mrs Carol Taylor, Miss Kayleigh Gill, Mrs Anne Owens"
Deer Park Primary School,Community school,Open,New Road,Wingerworth,Chesterfield,Derbyshire,S42 6TD,https://deerpark.derbyshire.sch.uk,1246232696.0,Mrs,Annette,Lupton,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112651,info@deerpark.derbyshire.sch.uk,False,True,,True,
Wirksworth Junior School,Community school,Open,Wash Green,Wirksworth,Matlock,Derbyshire,DE4 4FD,http://www.wirksworth-junior.com,1629822457.0,Mrs,Isabel,Webb,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112652,office@wirksworth-jun.derbyshire.sch.uk,True,True,,True,"Mrs Isabel Webb, Mrs Wilma Hyde, Mr Simon Howard"
Middleton Community Primary School,Community school,Open,Main Street,Middleton-by-Wirksworth,Matlock,Derbyshire,DE4 4LQ,www.middleton.derbyshire.sch.uk/,1629822236.0,Ms,Alison,Dugdale,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112654,enquiries@middleton.derbyshire.sch.uk,False,False,,True,
Peak Dale Primary School,Community school,Open,School Road,Peak Dale,Buxton,Derbyshire,SK17 8AJ,www.peakdale.derbyshire.sch.uk,129822695.0,Mr,James,Handley,Headteacher,Does not apply,Mixed,Primary,,High Peak,112656,info@peakdale.derbyshire.sch.uk,True,False,Outstanding,True,
Cavendish Junior School,Community school,Open,Edmund Street,Newbold Moor,Chesterfield,Derbyshire,S41 8TD,www.cavendish.derbyshire.sch.uk,1246450691.0,Miss,Nicola,Marlow,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112659,info@cavendish.derbyshire.sch.uk,True,False,,False,
Spire Nursery and Infant School,Community school,Open,Derby Road,,Chesterfield,Derbyshire,S40 2EU,www.spire-inf.derbyshire.sch.uk/,1246234727.0,Mrs,Kelly,Hill,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112660,info@spire-inf.derbyshire.sch.uk,True,False,,True,
Spire Junior School,Community school,Open,Jawbones Hill,Derby Road,Chesterfield,Derbyshire,S40 2EN,www.spirejunior.co.uk,1246234546.0,Mrs,Charlotte,Vernon,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112661,enquiries@spire-jun.derbyshire.sch.uk,False,False,Good,True,
Hasland Junior School,Community school,Open,Broomfield Avenue,Hasland,Chesterfield,Derbyshire,S41 0LY,www.hasland-jun.derbyshire.sch.uk,1246234250.0,Mr,Matthew,Winson,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112663,info@hasland-jun.derbyshire.sch.uk,False,False,,True,"Mr Matthew Winson, Mrs Charlotte Bown, Miss Gail Nottingham"
Hasland Infant School,Community school,Open,Eyre Street East,Hasland,Chesterfield,Derbyshire,S41 0PE,www.hasland-inf.derbyshire.sch.uk/,1246234745.0,Mrs,Charlotte,Lavender,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112664,info@hasland-inf.derbyshire.sch.uk,True,True,Good,False,
Highfield Hall Primary School,Community school,Open,"Highfield Hall Primary School, Highfield Lane",,Chesterfield,Derbyshire,S41 8AZ,www.highfieldhall.derbyshire.sch.uk/,1246273534.0,Dr,Michael,Bywaters,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112667,absences@highfieldhall.derbyshire.sch.uk,True,True,Good,True,
Abercrombie Primary School,Community school,Open,Higher Albert Street,,Chesterfield,Derbyshire,S41 7QE,http://www.abercrombie.derbyshire.sch.uk,1246232425.0,Mrs,Tracy,Gannon,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112670,gdprforschools@derbyshire.gov.uk,True,False,,False,
Brockwell Nursery and Infant School,Community school,Open,Brockwell Nursery and Infant School,Purbeck Avenue,Chesterfield,Derbyshire,S40 4NP,www.brockwell-inf.derbyshire.sch.uk,1246232034.0,Ms,Philippa,Osborn Smith,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112673,enquiries@brockwell-inf.derbyshire.sch.uk,True,False,,False,
Dallimore Primary & Nursery School,Community school,Open,Dallimore Road,Kirk Hallam,Ilkeston,Derbyshire,DE7 4GZ,www.dallimore.derbyshire.sch.uk/,1159320741.0,Mrs,Rachel,Crowther,Headteacher,Does not apply,Mixed,Primary,,Erewash,112675,info@dallimore.derbyshire.sch.uk,False,False,,True,
Mickley Village Primary & Nursery School,Community school,Open,Milton Avenue,Stretton,Alfreton,Derbyshire,DE55 6GG,www.mickley.derbyshire.sch.uk/,1773832707.0,Miss,Sara,Street,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112676,info@mickley.derbyshire.sch.uk,False,False,,True,
Eureka Primary School,Community school,Open,Dunsmore Way,Midway,Swadlincote,Derbyshire,DE11 7LA,http://www.eureka.derbyshire.sch.uk/,1283216451.0,Miss,Cassie,Hurt,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112677,info@eureka.derbyshire.sch.uk,False,False,,False,
Heath Fields Primary School,Community school,Open,Field Avenue,Hatton,Derby,Derbyshire,DE65 5EQ,www.heathfields.derbyshire.sch.uk/,1283813255.0,Mr,Mark,Whyman,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112679,enquiries@heathfields.derbyshire.sch.uk,False,False,Good,True,
Holmesdale Infant School,Community school,Open,The Avenue,,Dronfield,Derbyshire,S18 2LR,www.holmesdale.derbyshire.sch.uk,1246413284.0,Mrs,Sarah,Lockwood,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112680,info@holmesdale.derbyshire.sch.uk,True,False,Outstanding,True,
Northfield Junior School,Community school,Open,Falcon Road,,Dronfield,Derbyshire,S18 2ED,http://www.northfield.derbyshire.sch.uk,1246413134.0,Mr,Johnathon,Walmsley,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112685,enquiries@northfield.derbyshire.sch.uk,True,False,,True,
Copthorne Community Infant School,Community school,Open,Rodgers Lane,,Alfreton,Derbyshire,DE55 7FF,www.copthorneinfants.org.uk,1773832362.0,Mrs,Liane,Allen,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112687,info@copthorne.derbyshire.sch.uk,True,False,Good,True,
Ashbrook Infant School,Community school,Open,Victoria Avenue,Borrowash,Derby,Derbyshire,DE72 3HF,www.ashbrookinfantandnursery.co.uk,1332662695.0,Mrs,Helen,Roebuck,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112688,enquiries@ashbrook-inf.derbyshire.sch.uk,True,False,,False,
Brockwell Junior School,Community school,Open,Purbeck Avenue,Loundsley Green,Chesterfield,Derbyshire,S40 4NP,http://www.brockwell-jun.derbyshire.sch.uk,1246278542.0,Ms,Catherine,Holmes,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112691,enquiries@brockwell-jun.derbyshire.sch.uk,False,False,Good,True,
Hadfield Infant School,Community school,Open,Mersey Bank Road,Hadfield,Glossop,Derbyshire,SK13 1PN,www.hadfield-inf.derbyshire.sch.uk,1457853958.0,Ms,Francesca,Dodd,Headteacher,Does not apply,Mixed,Primary,,High Peak,112692,info@hadfield-nur.derbyshire.sch.uk,True,False,,False,
Lenthall Infant and Nursery School,Community school,Open,Marsh Avenue,,Dronfield,Derbyshire,S18 2HB,https://www.lenthall.derbyshire.sch.uk/,1246414569.0,Mrs,Kerry,Moody,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112696,enquiries@lenthall.derbyshire.sch.uk,True,False,,True,Mrs Denise Clayton
Hunloke Park Primary School,Community school,Open,"Hunloke Park Primary School, Lodge Drive",Wingerworth,Chesterfield,Derbyshire,S42 6PT,www.hunlokepark.derbyshire.sch.uk/,1246276831.0,Mrs,Jennifer,Murphy,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112697,info@hunlokepark.derbyshire.sch.uk,False,False,,False,
Dronfield Stonelow Junior School,Community school,Open,Stonelow Road,,Dronfield,Derbyshire,S18 2EP,https://www.dronfieldstonelow.derbyshire.sch.uk,1246414370.0,Mrs,Catherine,Robinson,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112698,derbyshiredahelpline@theelmfoundation.org.uk,True,False,,True,
Fairfield Infant and Nursery School,Community school,Open,Fairfield Infant & Nursery School,Bench Road,Buxton,Derbyshire,SK17 7PQ,www.fairfieldinfantandnurseryschool.co.uk,129822441.0,Mrs,Jennifer,Allin,Headteacher,Does not apply,Mixed,Primary,,High Peak,112699,info@fairfield-inf.derbyshire.sch.uk,True,True,,True,
Willington Primary School,Community school,Open,Trent Avenue,Willington,Derby,Derbyshire,DE65 6DN,www.willington.derbyshire.sch.uk/,1283702156.0,Mrs,Kate,Spencer  Lovesey,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112701,deer@willington.derbyshire.sch.uk,False,False,,False,
Norbriggs Primary School,Community school,Open,Norbriggs Road,Mastin Moor,Chesterfield,Derbyshire,S43 3BW,www.norbriggs.derbyshire.sch.uk,1246473398.0,Headteacher,Paul,Scragg,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112705,info@norbriggs.derbyshire.sch.uk,True,False,,True,
Simmondley Primary School,Community school,Open,Pennine Road,Simmondley,Glossop,Derbyshire,SK13 6NN,https://www.simmondley.derbyshire.sch.uk/,1457852721.0,Mrs,Deborah,Greaves,Headteacher,Does not apply,Mixed,Primary,,High Peak,112706,enquiries@simmondley.derbyshire.sch.uk,True,False,Good,True,
Larklands Infant School,Community school,Open,Park Road,,Ilkeston,Derbyshire,DE7 5DR,www.larklandsinfants.co.uk,1159324288.0,,Helen,Smith,Headteacher,Does not apply,Mixed,Primary,,Erewash,112708,info@larklands.derbyshire.sch.uk,True,True,,False,
Lons Infant School,Community school,Open,Tavistock Avenue,,Ripley,Derbyshire,DE5 3SE,www.lons.derbyshire.sch.uk,1773744319.0,Miss,Annette,Guthrie,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112710,info@lons.derbyshire.sch.uk,True,True,,True,
Becket Primary School,Community school,Open,Monk Street,,Derby,Derbyshire,DE22 3QB,www.becket.derby.sch.uk,1332347595.0,Mrs,Ashley,Guest,Headteacher,Does not apply,Mixed,Primary,,Derby North,112717,admin@becket.derby.sch.uk,True,False,Good,True,
Dale Community Primary School,Community school,Open,Porter Road,,Derby,Derbyshire,DE23 6NL,http://dale.derby.sch.uk,1332760070.0,Mrs,Louise,Foster,Headteacher,Does not apply,Mixed,Primary,,Derby South,112720,user@domain.com,True,True,Outstanding,True,"Miss Backler Administrative, Miss Browne Administrative, Mr Rehman Inclusion"
Pear Tree Infant School,Community school,Open,Pear Tree Street,Normanton,Derby,Derbyshire,DE23 8PN,www.peartreeinfantandnursery.co.uk,1332767244.0,Mrs,Balbinder,Suddhi,Headteacher,Does not apply,Mixed,Primary,,Derby South,112728,admin@peartreei.derby.sch.uk,True,False,,False,
Rosehill Infant and Nursery School,Community school,Open,Reginald Street,,Derby,Derbyshire,DE23 8FQ,www.rosehillinfants.co.uk,1332229229.0,Mrs,Helen,Kelk,Head Teacher,Does not apply,Mixed,Primary,,Derby South,112733,admin@Rosehill.derby.sch.uk,False,False,Good,True,
Markeaton Primary School,Community school,Open,Bromley Street,,Derby,Derbyshire,DE22 1HL,www.markeaton.derby.sch.uk,1332347374.0,Mr,Ian,Johnson,Headteacher,Does not apply,Mixed,Primary,,Derby North,112739,admin@markeaton.derby.sch.uk,True,False,,True,
Portway Infant School,Community school,Open,Woodlands Road,Allestree,Derby,Derbyshire,DE22 2HE,http://www.portwayi.derby.sch.uk,1332550702.0,Mrs,Lisa,McSherry,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112740,admin@portwayi.derby.sch.uk,True,True,Outstanding,True,
Alvaston Infant and Nursery School,Community school,Open,Elvaston Lane,Alvaston,Derby,Derbyshire,DE24 0PU,www.alvastoni.derby.sch.uk,1332571704.0,Mrs,Molly,Peach,Headteacher,Does not apply,Mixed,Primary,,Derby South,112744,user@domain.com,True,True,,True,"Mrs Simpson School, Miss Bullimore Teaching, Mrs Goodman Teaching"
Shelton Infant School,Community school,Open,Carlton Avenue,Shelton Lock,Derby,Derbyshire,DE24 9EJ,www.sheltoni.derby.sch.uk/,1332700353.0,Mr,Anthony,Leigh,Headteacher,Does not apply,Mixed,Primary,,Derby South,112745,admin@sheltoni.derby.sch.uk,True,False,,True,
Cavendish Close Infant School,Community school,Open,Wood Road,Chaddesden,Derby,Derbyshire,DE21 4LY,www.cavclosei.derby.sch.uk,1332662239.0,Mrs,C,Diffin,Headteacher,Does not apply,Mixed,Primary,,Derby North,112749,leadership@cavclosei.derby.sch.uk,True,False,,True,
Meadow Farm Community Primary School,Community school,Open,Foyle Avenue,Chaddesden,Derby,Derbyshire,DE21 6TZ,http://www.meadowfarmschool.co.uk,1332662631.0,Mrs,Samantha,Eyre,Headteacher,Does not apply,Mixed,Primary,,Derby North,112752,admin@meadowfarm.derby.sch.uk,False,False,,True,
Gayton Junior School,Community school,Open,Gayton Junior School,Littleover,Derby,Derbyshire,DE23 1GA,www.gaytonj.derby.sch.uk/,1332760372.0,Mrs,Jane,Hill,Headteacher,Does not apply,Mixed,Primary,,Derby South,112756,admin@gaytonj.derby.sch.uk,True,False,Good,True,
Ridgeway Infant School,Community school,Open,Uplands Avenue,Littleover,Derby,Derbyshire,DE23 1GG,http://www.ridgewayinfantschool.org.uk,1332760770.0,Mrs,Tamara,Dale,Headteacher,Does not apply,Mixed,Primary,,Derby South,112757,office@ridgeway.derby.sch.uk,True,False,,True,
Wren Park Primary School,Community school,Open,Jackson Avenue,Mickleover,Derby,Derbyshire,DE3 9AY,http://www.wrenpark.derby.sch.uk,1332512732.0,Mr,Alex,Buckley,Headteacher,Does not apply,Mixed,Primary,,Derby North,112758,admin@wrenpark.derby.sch,False,False,,True,
Ravensdale Infant and Nursery School,Community school,Open,Devonshire Drive,Mickleover,Derby,Derbyshire,DE3 9HE,www.ravensdalei.derby.sch.uk/,1332513862.0,Mrs,Lorna,Blanchenot,Acting Headteacher,Does not apply,Mixed,Primary,,Derby North,112759,admin@ravensdalei.derby.sch.uk,True,True,,True,"Mr Tim Marshall, Mrs Clare Penter, Mrs Lucy Gayton"
Silverhill Primary School,Community school,Open,Draycott Drive,Mickleover,Derby,Derbyshire,DE3 0QE,http://www.silverhill.co.uk/,1332511138.0,Mr,Steve,Burley,Headteacher,Does not apply,Mixed,Primary,,Derby North,112765,admin@silverhill.derby.sch.uk,True,False,,True,
Oakwood Infant and Nursery School,Community school,Open,Waldene Drive,Alvaston,Derby,Derbyshire,DE24 0GZ,www.oakwoodinfant.com,1332574192.0,Mrs,Aimie,Habgood,Headteacher,Does not apply,Mixed,Primary,,Derby South,112767,admin@oakwoodi.derby.sch.uk,True,True,,True,
Redwood Primary School,Community school,Open,Redwood Road,Sinfin,Derby,Derbyshire,DE24 9PG,www.redwoodprimary.com/,1332767443.0,Mrs,Lyndsey,Shepherd,Acting Head of School,Does not apply,Mixed,Primary,,Derby South,112770,admin@redwood.derby.sch.uk,True,False,,True,
Heage Primary School,Community school,Open,School Lane,Heage,Belper,Derbyshire,DE56 2AL,http://www.heage.derbyshire.sch.uk,1773852188.0,Mrs,Donna,Hallam,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112773,info@heage.derbyshire.sch.uk,False,False,,True,
Stenson Fields Primary Community School,Community school,Open,Heather Close,Stenson Fields,Derby,Derbyshire,DE24 3BW,www.stensonfields.derbyshire.sch.uk,1332772452.0,Mrs,Joanne,Sadler,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112781,info@stensonfields.derbyshire.sch.uk,False,False,,False,
Long Row Primary School,Community school,Open,Long Row,,Belper,Derbyshire,DE56 1DR,www.longrow.derbyshire.sch.uk/,1773823319.0,Mrs,Lisa,White,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112785,info@longrow.derbyshire.sch.uk,True,True,,True,"Mr Andy Fairhurst, Mrs Emma Monkman"
Ambergate Primary School,Community school,Open,Toadmoor Lane,Ambergate,Belper,Derbyshire,DE56 2GN,www.ambergateprimaryschool.co.uk,1773852204.0,Mrs,Carly,Howell,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112786,,True,True,,False,
Pottery Primary School,Community school,Open,Kilbourne Road,,Belper,Derbyshire,DE56 1HA,http://www.pottery.derbyshire.sch.uk,1773823383.0,Mr,Darren,Hooley,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112787,info@pottery.derbyshire.sch.uk,False,False,,False,
Milford Primary School,Community school,Open,Chevin Road,Milford,Belper,Derbyshire,DE56 0QH,www.milfordprimaryschool.co.uk,1332841316.0,Ms,Emma,Roberts,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112788,enquiries@milford.derbyshire.sch.uk,False,False,,True,
Herbert Strutt Primary School,Community school,Open,Thornhill Avenue,,Belper,Derbyshire,DE56 1SH,http://www.herbertstrutt.derbyshire.sch.uk,1773822771.0,Mrs,Sarah,Core,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112789,enquiries@herbertstrutt.derbyshire.sch.uk,True,False,,True,
Mickleover Primary School,Community school,Open,Vicarage Road,Mickleover,Derby,Derbyshire,DE3 0EY,www.mickleover.derby.sch.uk,1332514052.0,Mrs,Lynne,Gerver,Headteacher,Does not apply,Mixed,Primary,,Derby North,112790,,True,False,,True,
St Oswald's CofE Primary School,Voluntary controlled school,Open,Mayfield Road,,Ashbourne,Derbyshire,DE6 1AS,http://www.stoswaldsschool.co.uk,1335342660.0,Mrs,Rebecca,Wood,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112796,info@st-oswalds.derbyshire.sch.uk,True,False,Good,True,
Barlow CofE Primary School,Voluntary controlled school,Open,Millcross Lane,Barlow,Dronfield,Derbyshire,S18 7TA,www.barlow.derbyshire.sch.uk,1142890413.0,Mrs,Penny,Watkin,Headteacher,Church of England,Mixed,Primary,,North East Derbyshire,112798,enquiries@barlow.derbyshire.sch.uk,False,False,,False,
St Anne's CofE Primary School,Voluntary controlled school,Open,School Lane,Baslow,Bakewell,Derbyshire,DE45 1RZ,https://www.baslow.school/,1246583298.0,Mrs,Marie,Clark,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112800,enquiries@st-annescofe.derbyshire.sch.uk,True,False,,True,
Bradwell CofE (Controlled) Infant School,Voluntary controlled school,Open,Church Street,Bradwell,Hope Valley,Derbyshire,S33 9HJ,http://www.bradwellinfantschool.co.uk,1433620409.0,Mrs,Rebecca,Gordine,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112803,example@gmail.com,True,False,,True,
Breadsall CofE VC Primary School,Voluntary controlled school,Open,51 Brookside Road,,Breadsall,Derbyshire,DE21 5LF,http://www.breadsallprimary.com,1332831328.0,Mrs,Katie,Forster,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112805,info@breadsall.derbyshire.sch.uk,True,True,,True,
Fairfield Endowed CofE (C) Junior School,Voluntary controlled school,Open,Boarstone Lane,Fairfield,Buxton,Derbyshire,SK17 7NA,http://www.fairfield-jun.derbyshire.sch.uk,129822551.0,Mrs,Jayne,Mercer,Headteacher,Church of England,Mixed,Primary,,High Peak,112806,headteacher@fairfield-jun.derbyshire.sch.uk,False,False,,False,
Castleton CofE Primary School,Voluntary controlled school,Open,Back Street,Castleton,Hope Valley,Derbyshire,S33 8WE,www.castletonschool.co.uk/,1433620630.0,Mrs,Jayne,Jackson,Headteacher,Church of England,Mixed,Primary,,High Peak,112807,enquiries@castleton.derbyshire.sch.uk,True,False,,False,
Dove Holes CofE Primary School,Voluntary controlled school,Open,Hallsteads,Dove Holes,Buxton,Derbyshire,SK17 8BJ,www.doveholes.derbyshire.sch.uk,1298812808.0,Mr,James,Handley,Headteacher,Church of England,Mixed,Primary,,High Peak,112809,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,False,False,Good,True,
Clifton CofE Primary School,Voluntary controlled school,Open,Cross Side,Clifton Village,Ashbourne,Derbyshire,DE6 2GJ,http://www.clifton.derbyshire.sch.uk,1335342473.0,Mrs,Jeanette,Hart,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112811,info@clifton.derbyshire.sch.uk,True,True,,True,"Ms Laura Evans, Mrs Anna Wilson, Mrs Elaine Walwyn"
Coton-in-the-Elms Cof E Primary School,Voluntary controlled school,Open,Elmslea Avenue,Coton-in-the-Elms,Swadlincote,Derbyshire,DE12 8HE,www.coton-in-the-elms.derbyshire.sch.uk/,1283761361.0,Mrs,Lisa,McIntosh,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112812,cotonintheelms-dove@x2.png,True,False,,True,
Edale CofE Primary School,Voluntary controlled school,Open,Grindsbrook Booth,Edale,Hope Valley,Derbyshire,S33 7ZD,www.edale.derbyshire.sch.uk,1433670280.0,Mrs,Sally,Winfield,Executive Headteacher,Church of England,Mixed,Primary,,High Peak,112813,info@edale.derbyshire.sch.uk,True,True,,True,
Elton CofE Primary School,Voluntary controlled school,Open,Main Street,Elton,Matlock,Derbyshire,DE4 2BW,www.elton.derbyshire.sch.uk,1629650282.0,Mrs,Oona,Gilbertson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112815,enquiries@elton.derbyshire.sch.uk,True,True,Good,True,
Eyam CofE Primary School,Voluntary controlled school,Open,Church Street,Eyam,Hope Valley,Derbyshire,S32 5QH,www.eyamprimary.co.uk/,1433630840.0,Mrs,Oona,Gilbertson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112816,info@eyam.derbyshire.sch.uk,False,False,,False,
St Luke's CofE Primary School,Voluntary controlled school,Open,Spire Hollin,,Glossop,Derbyshire,SK13 7BS,www.saintlukesprimary.co.uk,1457852602.0,Mrs,Jakki,Rogers,Headteacher,Church of England,Mixed,Primary,,High Peak,112817,info@saintlukesprimary.co.uk,False,False,,True,
Whitfield St James' CofE (VC) Primary School,Voluntary controlled school,Open,Chadwick Street,,Glossop,Derbyshire,SK13 8EF,www.whitfieldstjamesprimary.co.uk,1457852427.0,Mr,Craig,Woodward,Headteacher,Church of England,Mixed,Primary,,High Peak,112818,office@st-james.derbyshire.sch.uk,True,False,,True,
Great Hucklow CE Primary,Voluntary controlled school,Open,School Lane,Great Hucklow,Buxton,Derbyshire,SK17 8RG,https://www.woodlandfederationofpeakdistrictschools.co.uk/,1298871293.0,Mrs,Andrea,Tomlinson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112819,info@greathucklow.derbyshire.sch.uk,False,False,,True,
Rowsley CofE (Controlled) Primary School,Voluntary controlled school,Open,Woodhouse Road,Rowsley,Matlock,Derbyshire,DE4 2ED,www.rowsleyprimary.co.uk,1629733727.0,Mrs,Alexia,Wyer,Executive Head Teacher,Church of England,Mixed,Primary,,Derbyshire Dales,112820,info@rowsley.derbyshire.sch.uk,False,False,Good,True,
Earl Sterndale CofE Primary School,Voluntary controlled school,Open,Earl Sterndale,,Buxton,Derbyshire,SK17 0BS,www.earlsterndaleschool.co.uk,129883263.0,Mr,Daniel,Holden,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112821,DPforSchools@derbyshire.gov.uk,False,False,,False,
Biggin CofE Primary School,Voluntary controlled school,Open,Main Street,Biggin,Buxton,Derbyshire,SK17 0DQ,www.biggin.derbyshire.sch.uk/,129884279.0,Ms,Teresa,Nicholls,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112822,info@biggin.derbyshire.sch.uk,True,False,Good,True,
Hartington CofE Primary School,Voluntary controlled school,Open,The Dale,Hartington,Buxton,Derbyshire,SK17 0AS,www.hartington.derbyshire.sch.uk,129884254.0,Mrs,Tracy,Blackwell,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112823,info@hartington.derbyshire.sch.uk,True,False,,True,
